brand,model,repair_type,price
Apple,"iPhone iPad 7 A2197, A2200",iPhone Kamera - Front Kamera Bak kamera Ramme,1799kr
Apple,"iPhone iPad 7 A2197, A2200",iPhone Kamera - Lense/Kamera Glas,999kr
Apple,"iPhone iPad 8 A2270, A2428",iPhone Kamera - Front Kamera Bak kamera Ramme,1799kr
Apple,"iPhone iPad 8 A2270, A2428",iPhone Kamera - Lense/Kamera Glas,999kr
Apple,"iPhone iPad 9 A2602, A2603, A2604, A2605",iPhone Kamera - Front Kamera Bak kamera Ramme,1899kr
Apple,"iPhone iPad 9 A2602, A2603, A2604, A2605",iPhone Kamera - Lense/Kamera Glas,999kr
Apple,"iPhone iPad Pro A1701, A1673",iPhone Kamera - Front Kamera Bak kamera Ramme,2899kr
Apple,"iPhone iPad Pro A1701, A1673",iPhone Kamera - Lense/Kamera Glas,999kr
Apple,"iPhone iPad Pro 11” A1980, A2013, A1934",iPhone Kamera - Front Kamera Bak kamera Ramme,3399kr
Apple,"iPhone iPad Pro 11” A1980, A2013, A1934",iPhone Kamera - Lense/Kamera Glas,1599kr
Apple,iPhone iPad Pro 12.9” A1584,iPhone Kamera - Front Kamera Bak kamera Ramme,3299kr
Apple,iPhone iPad Pro 12.9” A1584,iPhone Kamera - Lense/Kamera Glas,1299kr
Apple,"iPhone iPad Pro 12.9” A1670, A1671, A1821 5399kr",iPhone Kamera - Front Kamera Bak kamera Ramme,1299kr
Apple,"iPhone iPad Pro 12.9” A1876, A2014, A1983 4199kr",iPhone Kamera - Front Kamera Bak kamera Ramme,1299kr
Apple,"iPhone iPad Air 1 A1474, A1475",iPhone Kamera - Front Kamera Bak kamera Ramme,1599kr
Apple,"iPhone iPad Air 1 A1474, A1475",iPhone Kamera - Lense/Kamera Glas,999kr
Apple,"iPhone iPad Air 3 A2152, A2123,A2153",iPhone Kamera - Front Kamera Bak kamera Ramme,2999kr
Apple,"iPhone iPad Air 3 A2152, A2123,A2153",iPhone Kamera - Lense/Kamera Glas,1299kr
Apple,"iPhone iPad Mini 3 A1599, A1600",iPhone Kamera - Front Kamera Bak kamera Ramme,1599kr
Apple,"iPhone iPad Mini 3 A1599, A1600",iPhone Kamera - Lense/Kamera Glas,999kr
Apple,"iPhone iPad mini 4 A1538, A1550",iPhone Kamera - Front Kamera Bak kamera Ramme,1999kr
Apple,"iPhone iPad mini 4 A1538, A1550",iPhone Kamera - Lense/Kamera Glas,999kr
Apple,"iPhone iPad mini 5 A2133, A2124, A2126",iPhone Kamera - Front Kamera Bak kamera Ramme,2599kr
Apple,"iPhone iPad mini 5 A2133, A2124, A2126",iPhone Kamera - Lense/Kamera Glas,999kr
Apple,"Apple 449,-",Personal support,449kr
Apple,"Apple Enkel førstegangsvurdering 199,-",Personal support,199kr
Apple,Apple Feilsøking,Personal support,799kr
Apple,Apple Backup,Personal support,699kr
Apple,Apple Fjerne firmware-passord,Personal support,999kr
Apple,Apple Series 1 38 mm 999kr,Personal support,1399kr
Apple,Apple Series 1 42 mm 999kr,Personal support,1499kr
Apple,Apple Series 2 38 mm 999kr,Personal support,1599kr
Apple,Apple Series 2 42 mm 999kr,Personal support,1699kr
Apple,Apple Series 3 38 mm 999kr,Personal support,1999kr
Apple,Apple Series 3 42 mm 999kr,Personal support,2199kr
Apple,Apple Series 4 40 mm 999kr,Personal support,2499kr
Apple,Apple Series 4 44 mm 999kr,Personal support,2999kr
Apple,Apple Series 5 40mm,Personal support,999kr
Apple,Apple Series 5 44mm,Personal support,999kr
Samsung,Samsung Galaxy S7 Edge,Skjermbytte - Pris,2199kr
Samsung,Samsung Galaxy S7,Skjermbytte - Pris,1599kr
Samsung,Samsung Galaxy S8,Skjermbytte - Pris,2399kr
Samsung,Samsung Galaxy S8+,Skjermbytte - Pris,2499kr
Samsung,Samsung Galaxy S9,Skjermbytte - Pris,2499kr
Samsung,Samsung Galaxy S9+,Skjermbytte - Pris,2599kr
Samsung,Samsung Galaxy S10,Skjermbytte - Pris,2999kr
Samsung,Samsung Galaxy S10+,Skjermbytte - Pris,3299kr
Samsung,Samsung Galaxy S10e,Skjermbytte - Pris,3099kr
Samsung,Samsung Galaxy S10 5G,Skjermbytte - Pris,3299kr
Samsung,Samsung Galaxy S20,Skjermbytte - Pris,3099kr
Samsung,Samsung Galaxy S20+,Skjermbytte - Pris,3499kr
Samsung,Samsung Galaxy S20 Ultra,Skjermbytte - Pris,3799kr
Samsung,Samsung Galaxy S20 FE,Skjermbytte - Pris,2499kr
Samsung,Samsung Galaxy S21 FE,Skjermbytte - Pris,2599kr
Samsung,Samsung Galaxy S21,Skjermbytte - Pris,3299kr
Samsung,Samsung Galaxy S21+,Skjermbytte - Pris,3599kr
Samsung,Samsung Galaxy S21 Ultra,Skjermbytte - Pris,4199kr
Samsung,Samsung Galaxy S22,Skjermbytte - Pris,3699kr
Samsung,Samsung Galaxy S22+,Skjermbytte - Pris,3999kr
Samsung,Samsung Galaxy S22 Ultra,Skjermbytte - Pris,4999kr
Samsung,Samsung Galaxy S23,Skjermbytte - Pris,3899kr
Samsung,Samsung Galaxy S23+,Skjermbytte - Pris,4299kr
Samsung,Samsung Galaxy S23 ultra,Skjermbytte - Pris,5399kr
Samsung,Samsung Galaxy Note8,Skjermbytte - Pris,2899kr
Samsung,Samsung Galaxy Note9,Skjermbytte - Pris,3099kr
Samsung,Samsung Galaxy Note10,Skjermbytte - Pris,3599kr
Samsung,Samsung Galaxy Note10+,Skjermbytte - Pris,4099kr
Samsung,Samsung Galaxy Note10 Lite,Skjermbytte - Pris,2499kr
Samsung,Samsung Galaxy Note20,Skjermbytte - Pris,3799kr
Samsung,Samsung Galaxy Note20 Ultra,Skjermbytte - Pris,4899kr
Samsung,Samsung Galaxy A5 (2017),Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy A6 (2018),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy A6+ (2018),Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy A7 (2017),Skjermbytte - Pris,1599kr
Samsung,Samsung Galaxy A7 (2018),Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy A8 Star (A9 Star),Skjermbytte - Pris,1599kr
Samsung,Samsung Galaxy A9 (2018),Skjermbytte - Pris,1599kr
Samsung,Samsung Galaxy A10 (2019),Skjermbytte - Pris,1099kr
Samsung,Samsung Galaxy A10s (2019),Skjermbytte - Pris,1099kr
Samsung,Samsung Galaxy A10e (2019),Skjermbytte - Pris,1099kr
Samsung,Samsung Galaxy A12 (2020),Skjermbytte - Pris,1199kr
Samsung,Samsung Galaxy A13,Skjermbytte - Pris,1299kr
Samsung,Samsung Galaxy A20 (2019),Skjermbytte - Pris,1299kr
Samsung,Samsung Galaxy A20e (2019),Skjermbytte - Pris,1299kr
Samsung,Samsung Galaxy A20s,Skjermbytte - Pris,1299kr
Samsung,Samsung Galaxy A21 Core (2019),Skjermbytte - Pris,1599kr
Samsung,Samsung Galaxy A21 (2020),Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy A21s (2020),Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy A22,Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy A23,Skjermbytte - Pris,1699kr
Samsung,Samsung Galaxy A30,Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy A30s,Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy A31,Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy A32,Skjermbytte - Pris,1599kr
Samsung,Samsung Galaxy A33,Skjermbytte - Pris,1699kr
Samsung,Samsung Galaxy A40,Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy A41,Skjermbytte - Pris,1599kr
Samsung,Samsung Galaxy A42,Skjermbytte - Pris,1699kr
Samsung,Samsung Galaxy A50,Skjermbytte - Pris,1599kr
Samsung,Samsung Galaxy A51 (2019),Skjermbytte - Pris,1699kr
Samsung,Samsung Galaxy A52,Skjermbytte - Pris,1699kr
Samsung,Samsung Galaxy A52S,Skjermbytte - Pris,1699kr
Samsung,Samsung Galaxy A53,Skjermbytte - Pris,1799kr
Samsung,Samsung Galaxy A70,Skjermbytte - Pris,1599kr
Samsung,Samsung Galaxy A71,Skjermbytte - Pris,1699kr
Samsung,Samsung Galaxy J7 V (2017),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J5 (2017),Skjermbytte - Pris,1299kr
Samsung,Samsung Galaxy J7 Max (2017),Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy J7 (2017),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J7 Pro (2017),Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy J3 (2017),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J2 (2017),Skjermbytte - Pris,1299kr
Samsung,Samsung Galaxy J2 Pro (2018),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J7 Prime 2 (2018),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J7 Duo (2018),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J4 (2018),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J6 (2018),Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy J3 (2018),Skjermbytte - Pris,1499kr
Samsung,Samsung Galaxy J8 (2018),Skjermbytte - Pris,1599kr
Samsung,Samsung Galaxy J7 (2018),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J2 Core (2018),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J4+ (2018),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J6+ (2018),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J4 Core (2018),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy J2 Core (2020),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy Xcover 3 (2015),Skjermbytte - Pris,999kr
Samsung,Samsung Galaxy Xcover 3 G389F (2016),Skjermbytte - Pris,999kr
Samsung,Samsung Galaxy Xcover 4 (2017),Skjermbytte - Pris,1299kr
Samsung,Samsung Galaxy Xcover 4s (2019),Skjermbytte - Pris,1299kr
Samsung,Samsung Galaxy Xcover Pro (2020),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy Xcover FieldPro (2020),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy Xcover 5 (2021),Skjermbytte - Pris,1399kr
Samsung,Samsung Galaxy Fold (2019),Skjermbytte - Pris,4999kr
Samsung,Samsung Galaxy Fold 5G (2019),Skjermbytte - Pris,5899kr
Samsung,Samsung Galaxy Z Fold2 5G (2020),Skjermbytte - Pris,5999kr
Samsung,Samsung Galaxy Z Fold3 5G,Skjermbytte - Pris,6999kr
Samsung,Samsung Galaxy Z Fold2/3 Foran Skjerm,Skjermbytte - Pris,3799kr
Samsung,Samsung Galaxy Tab Active 2 (2017),Skjermbytte - Pris,1999kr
Samsung,Samsung Galaxy Tab A 10.5 (2018),Skjermbytte - Pris,2499kr
Samsung,Samsung Galaxy Tab S4 10.5 (2018),Skjermbytte - Pris,2499kr
Samsung,Samsung Galaxy Tab A 8.0 (2018),Skjermbytte - Pris,2499kr
Samsung,Samsung Galaxy Tab Advanced2 (2018),Skjermbytte - Pris,2499kr
Samsung,Samsung Galaxy Tab A 10.1 (2019),Skjermbytte - Pris,2999kr
Samsung,Samsung Galaxy Tab S5e (2019),Skjermbytte - Pris,2999kr
Samsung,Samsung Galaxy Tab A 8.0 (2019),Skjermbytte - Pris,2999kr
Samsung,Samsung Galaxy Tab S6 (2019),Skjermbytte - Pris,2999kr
Samsung,Samsung Galaxy Tab Active Pro (2019),Skjermbytte - Pris,2999kr
Samsung,Samsung Galaxy Tab S6 5G (2020),Skjermbytte - Pris,3499kr
Samsung,Samsung Galaxy Tab A 8.4 (2020),Skjermbytte - Pris,3499kr
Samsung,Samsung Galaxy Tab S6 Lite (2020),Skjermbytte - Pris,3499kr
Samsung,Samsung Galaxy Tab S7 (2020),Skjermbytte - Pris,3499kr
Samsung,Samsung Galaxy Tab S7+ (2020),Skjermbytte - Pris,3499kr
Samsung,Samsung Galaxy Tab A7 10.4 (2020),Skjermbytte - Pris,3499kr
Samsung,Samsung Galaxy Tab Active3 (2020),Skjermbytte - Pris,3499kr
Samsung,Samsung Galaxy S7 Edge,Batteribytte - Pris,799kr
Samsung,Samsung Galaxy S7,Batteribytte - Pris,799kr
Samsung,Samsung Galaxy S8+,Batteribytte - Pris,899kr
Samsung,Samsung Galaxy S8,Batteribytte - Pris,899kr
Samsung,Samsung Galaxy S8 Active,Batteribytte - Pris,899kr
Samsung,Samsung Galaxy S9,Batteribytte - Pris,899kr
Samsung,Samsung Galaxy S9+,Batteribytte - Pris,899kr
Samsung,Samsung Galaxy S10,Batteribytte - Pris,999kr
Samsung,Samsung Galaxy S10+,Batteribytte - Pris,999kr
Samsung,Samsung Galaxy S10e,Batteribytte - Pris,999kr
Samsung,Samsung Galaxy S10 5G,Batteribytte - Pris,999kr
Samsung,Samsung Galaxy S20,Batteribytte - Pris,999kr
Samsung,Samsung Galaxy S20+,Batteribytte - Pris,1299kr
Samsung,Samsung Galaxy S20 Ultra,Batteribytte - Pris,1299kr
Samsung,Samsung Galaxy S20 FE,Batteribytte - Pris,899kr
Samsung,Samsung Galaxy S21,Batteribytte - Pris,999kr
Samsung,Samsung Galaxy S21+,Batteribytte - Pris,1299kr
Samsung,Samsung Galaxy S21 Ultra,Batteribytte - Pris,1299kr
Samsung,Samsung Galaxy Note8,Batteribytte - Pris,999kr
Samsung,Samsung Galaxy Note9,Batteribytte - Pris,999kr
Samsung,Samsung Galaxy Note10,Batteribytte - Pris,999kr
Samsung,Samsung Galaxy Note10+,Batteribytte - Pris,1199kr
Samsung,Samsung Galaxy Note10 Lite,Batteribytte - Pris,1199kr
Samsung,Samsung Galaxy Note20,Batteribytte - Pris,1199kr
Samsung,Samsung Galaxy Note20 Ultra,Batteribytte - Pris,1299kr
Samsung,Samsung Galaxy A3 (2016),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A5 (2016),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A7 (2016),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A9 (2016),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A9 Pro (2016),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A8 (2016),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A3 (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A5 (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A7 (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A6 (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A6+ (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A8 Star (A9 Star),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A7 (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A9 (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A6s (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A8s (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A10 (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A20 (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A20e (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A30 (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A40 (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A50 (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A60 (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A70 (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A2 Core (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A80 (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A10e (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A10s (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A50s (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A30s (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A90 5G (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A70s (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A20s (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A51 (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A71 (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A01 (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A31 (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A51 5G (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A41 (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A Quantum (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A21s (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A21 (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A01 Core (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A71 5G UW),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A51 5G UW),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A42 5G (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A12 (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A02s (2021),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A02 (2021),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A32 (2021),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A52 (2021),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy A72 (2021),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J7 V (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J5 (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J7 Max (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J7 (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J7 Pro (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J3 (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J2 (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J2 Pro (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J7 Prime 2 (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J7 Duo (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J4 (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J6 (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J3 (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J8 (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J7 (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J2 Core (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J4+ (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J6+ (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J4 Core (2018),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy J2 Core (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy Xcover 3 (2015),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy Xcover 3 G389F (2016),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy Xcover 4 (2017),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy Xcover 4s (2019),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy Xcover Pro (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy Xcover FieldPro (2020),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy Xcover 5 (2021),Batteribytte - Pris,799kr
Samsung,Samsung Galaxy Fold (2019),Batteribytte - Pris,2999kr
Samsung,Samsung Galaxy Fold 5G (2019),Batteribytte - Pris,2999kr
Samsung,Samsung Galaxy Z Fold2 5G (2020),Batteribytte - Pris,2999kr
Samsung,Samsung Galaxy Tab S3 9.7 (2017),Batteribytte - Pris,1199kr
Samsung,Samsung Galaxy Tab A 8.0 (2017),Batteribytte - Pris,1199kr
Samsung,Samsung Galaxy Tab Active 2 (2017),Batteribytte - Pris,1199kr
Samsung,Samsung Galaxy Tab A 10.5 (2018),Batteribytte - Pris,1199kr
Samsung,Samsung Galaxy Tab S4 10.5 (2018),Batteribytte - Pris,1199kr
